513510	Natalya is taking out another loan on Kiva	We wanted to let you know that Natalya has another loan posted on Kiva! Here's the description of their new loan:\n\nNatalya has used financial assistance from KIVA several times already. Her last credit helped Natalya expand her inventory and purchase children jackets and windbreakers. Due to the increased profits from the sale of goods she purchased with the loan Natalya was able to continue improving her house and has almost finished renovating which has been her longstanding dream. \r\n\r\nThis time Natalya would like to take out a loan of 4000 griven so that she can purchase hats for resale. Her experience in retail has taught Natalya that during the switching of the seasons it's important to quickly expand one's winter inventory, since the more one invests in it early the better the profits will be in the end.\r\n\n\nYou can see Natalya's new loan by visiting <a href="http://www.kiva.org/lend/484331?_te=rlnol">http://www.kiva.org/lend/484331?_te=rlnol</a>.				0	0	2012-10-14 05:20:02 -0400
513507	Sergio is taking out another loan on Kiva	We wanted to let you know that Sergio has another loan posted on Kiva! Here's the description of their new loan:\n\nThe member, Sergio, belongs to Virgen del Carmen de Yucaypata Communal Bank.  He continues making a living in construction, working on various jobs that request his services, both in town and outside.  He works on his own and has been doing this job for years.  It's going well for him because of the effort he puts into his job every day.  He's a responsible and hardworking person, which is how he gets his family ahead.\r\n\r\nHe's requesting the loan to buy some tools he needs such as saws and trowels.\r\n\r\nHe's grateful for the loan and pledges to be disciplined in making his payments.\r\n\n\nYou can see Sergio's new loan by visiting <a href="http://www.kiva.org/lend/483482?_te=rlnol">http://www.kiva.org/lend/483482?_te=rlnol</a>.				0	0	2012-10-14 03:50:01 -0400
513508	Yevgeniya  is taking out another loan on Kiva	We wanted to let you know that Yevgeniya  has another loan posted on Kiva! Here's the description of their new loan:\n\nYevgeniya has used her previous KIVA credit to purchase office supplies and presents for the holidays. Since her last loan she noticed that her profits have dropped. This is a seasonal fluctuation - winter is coming and sales always drop in winter. Yevgeniya needs to take an additional loan of 4000 griven to purchase a batch of office supplies, specifically notebooks, textbook and other goods for students. Despite the seasonal downturn in most sales, school supplies sell rapidly in the fall and Yevgeniya is hoping to increase her profits again with this strategy.\r\n\n\nYou can see Yevgeniya 's new loan by visiting <a href="http://www.kiva.org/lend/484329?_te=rlnol">http://www.kiva.org/lend/484329?_te=rlnol</a>.				0	0	2012-10-14 03:50:01 -0400
513509	Yulia is taking out another loan on Kiva	We wanted to let you know that Yulia has another loan posted on Kiva! Here's the description of their new loan:\n\nYulia lives in Novaya Kahovka. The town has several shopping centers and Yulia rents retail space in one and sells stylish and fashionable women's clothes. She has had her business for 7 years. Yulia is planning to purchase a batch of fall clothing for resale during the fall-winter season, specifically she wants to purchase cardigans, sweaters, skirts and slacks using the loan of 4000 griven.\r\n\n\nYou can see Yulia's new loan by visiting <a href="http://www.kiva.org/lend/484330?_te=rlnol">http://www.kiva.org/lend/484330?_te=rlnol</a>.				0	0	2012-10-14 03:50:01 -0400
513506	Julia is taking out another loan on Kiva	We wanted to let you know that  Julia has another loan posted on Kiva! Here's the description of their new loan:\n\nJulia belongs to the communal bank 'Virgen del Carmen de Yuncaypata', which is located in Yuncaypata in the province and department of Cusco.\r\n\r\nJulia works in agriculture, growing vegetables like carrots, lettuce and onions, among others. She has done this work for years, and it has been going very well for her, thanks to the effort she puts in every day, She sells her produce at the Saturday markets in the city of Cusco.\r\n\r\nJulia is a responsible person and works hard to support her family. She is asking for this loan to buy seeds and fertilisers for her farm. The loan will make her very happy and she promises to keep up with her repayments.\n\nYou can see  Julia's new loan by visiting <a href="http://www.kiva.org/lend/483478?_te=rlnol">http://www.kiva.org/lend/483478?_te=rlnol</a>.				0	0	2012-10-14 03:30:02 -0400
513505	Andrei is taking out another loan on Kiva	We wanted to let you know that Andrei has another loan posted on Kiva! Here's the description of their new loan:\n\nAndrei has been selling computers and parts for about 14 year in his home city of Novaya Kahovka. At this time Andrei still doesn't own a store but instead rents retail space in the local shopping center. Andrei not only sells computers and electronics but also offers quality installation and repair services for these products. Currently Andrei needs to purchase more accessories for personal computers and he has turned to KIVA for a loan of 4000 griven.\r\n\n\nYou can see Andrei's new loan by visiting <a href="http://www.kiva.org/lend/484327?_te=rlnol">http://www.kiva.org/lend/484327?_te=rlnol</a>.				0	0	2012-10-14 03:20:02 -0400
513504	Svetlana is taking out another loan on Kiva	We wanted to let you know that Svetlana has another loan posted on Kiva! Here's the description of their new loan:\n\nSvetlana sells women hats, gloves, scarves, leather goods and belts at the local shopping center. She has significant experience in retail and has developed a reputation as a good and conscientious businesswoman. Svetlana constantly travels to purchase more inventory and keep the selection of items offered in her store new and on-trend. Svetlana needs the current loan for her upcoming trip to purchase a new batch of hats, scarves and leather goods for the store.\r\n\n\nYou can see Svetlana's new loan by visiting <a href="http://www.kiva.org/lend/484326?_te=rlnol">http://www.kiva.org/lend/484326?_te=rlnol</a>.				0	0	2012-10-14 03:10:02 -0400
513503	Edwin is taking out another loan on Kiva	We wanted to let you know that Edwin has another loan posted on Kiva! Here's the description of their new loan:\n\nThis is Edwin. He previously accessed a 10,000 PHP loan that he used to buy more quantities of products like meats, rice, vegetables, condiments and seasonings. His earnings were a big help for the education of his children and in their personal, household and business expenditures. \r\n\r\nHe would like to apply for another 12,000 PHP loan to purchase raw ingredients and supplies needed in his business. His profits from the business will definitely help him to cover his daily needs and the educational expenses of his children. He looks forward to this financial increase with gladness and thankfulness in his heart. \r\n\r\nEdwin hopes to grow his business in the coming years, just as he hopes to support his children's schooling up to the college level. He faithfully meets up with his co-fellowship* members every week to share stories of his work and to draw strength and inspiration from the Word of God he studies.\r\n\r\n*All CCT community partners / clients are organized into fellowship groups that meet on a weekly basis. A fellowship group is composed of 15 to 30 community partners. The fellowship groups gather each week to study the Word of God, build social capital, and repay Micro Finance loans.\r\n\r\n\r\n\n\nYou can see Edwin's new loan by visiting <a href="http://www.kiva.org/lend/482015?_te=rlnol">http://www.kiva.org/lend/482015?_te=rlnol</a>.				0	0	2012-10-14 02:40:03 -0400
513501	Marilyn is taking out another loan on Kiva	We wanted to let you know that Marilyn has another loan posted on Kiva! Here's the description of their new loan:\n\nThis is Marilyn. She previously accessed an 20,000 PHP loan that she used to purchase more quantities and varieties of grocery items and products needed in her business. Her earnings were a big help for her child’s education, in their personal, household and business expenditures. \r\n\r\nShe would like to apply for another 30,000 PHP loan to buy groceries, toiletries, beverages and other products to add to her inventory. The more items displayed at the store the better. More items to sell will result in better profit. Her profits from business will definitely help to cover her family’s daily needs and her child’s education expense. She looks forward to this financial increase with gladness and thankfulness in her heart. \r\n\r\nMarilyn hopes her business will expand and grow into a mini-grocery through all her hard work. She also hopes to give her child a good and quality education. She faithfully meets up with her co-fellowship* members to share stories of her work every week and also draw strength and inspiration from the Word of God she studies.\r\n\r\n* All CCT community partners / clients are organized into fellowship groups that meet on a weekly basis. A fellowship group is composed of 15 to 30 community partners. The fellowship groups gather each week to study the Word of God, build social capital, and repay Micro Finance loans.\r\n\n\nYou can see Marilyn's new loan by visiting <a href="http://www.kiva.org/lend/481987?_te=rlnol">http://www.kiva.org/lend/481987?_te=rlnol</a>.				0	0	2012-10-14 01:20:02 -0400
513499	Jocelyn is taking out another loan on Kiva	We wanted to let you know that Jocelyn has another loan posted on Kiva! Here's the description of their new loan:\n\nThis is Jocelyn. She previously accessed a 20,000 PHP loan that she used to buy spare parts and cover maintenance costs of her computer shop. Her earnings were a big help for the education of her child and in their personal, household and business expenditures. \r\n\r\nShe would like to apply for another 50,000 PHP loan to buy parts and cover maintenance costs of her computer shop. His profits from her business will definitely help her to sustain their daily needs and educational expenses of her child. She looks forward to this financial increase with gladness and thankfulness in her heart.\r\n\r\nJocelyn dreams of being able to give her child a good and high quality education through all her hard work on her business. She faithfully meets up with her co-fellowship members to share stories of her work every week.\r\n\r\n* All CCT community partners/clients are organized into fellowship groups that meet on a weekly basis. A fellowship group is composed of 15 to 30 community partners. The fellowship groups gather each week to study the Word of God, build social capital, and repay microfinance loans.\r\n\r\n\r\n\r\n\r\n\r\n\n\nYou can see Jocelyn's new loan by visiting <a href="http://www.kiva.org/lend/481985?_te=rlnol">http://www.kiva.org/lend/481985?_te=rlnol</a>.				0	0	2012-10-14 12:50:02 -0400
